EXAM CD|ELG PRD|PRT NO|MEMBER NO|MEMBER TYP|P/F/V/B|APP CAT|FEES|ELECT SUB|MED_CD|REMARK|SUB CD|INSTITUTE CODE|
531|999|1|200084374|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|300044068|O|V||-1|||Valid application exist, Attempt remaining||176|
531|999|1|400001116|O|V||-1|||Valid application exist, Attempt remaining||19|
531|999|1|400058441|O|V||-1|||Valid application exist, Attempt remaining||49|
531|999|1|400078292|O|V||-1|||Valid application exist, Attempt remaining||46|
531|999|1|500018604|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|500020569|O|V||-1|||Valid application exist, Attempt remaining||90|
531|999|1|500024379|O|V||-1|||Valid application exist, Attempt remaining||97|
531|999|1|500030131|O|V||-1|||Valid application exist, Attempt remaining||174|
531|999|1|500032994|O|V||-1|||Valid application exist, Attempt remaining||97|
531|999|1|500036738|O|V||-1|||Valid application exist, Attempt remaining||1139|
531|999|1|500041085|O|V||-1|||Valid application exist, Attempt remaining||176|
531|999|1|500049445|O|V||-1|||Valid application exist, Attempt remaining||19|
531|999|1|500060486|O|V||-1|||Valid application exist, Attempt remaining||78|
531|999|1|500080159|O|V||-1|||Valid application exist, Attempt remaining||174|
531|999|1|500106551|O|V||-1|||Valid application exist, Attempt remaining||161|
531|999|1|500113595|O|V||-1|||Valid application exist, Attempt remaining||1139|
531|999|1|500115456|O|V||-1|||Valid application exist, Attempt remaining||139|
531|999|1|500117138|O|V||-1|||Valid application exist, Attempt remaining||51|
531|999|1|500121094|O|V||-1|||Valid application exist, Attempt remaining||265|
531|999|1|500122495|O|V||-1|||Valid application exist, Attempt remaining||139|
531|999|1|500123391|O|V||-1|||Valid application exist, Attempt remaining||76|
531|999|1|500124071|A|V||-1|||Valid application exist, Attempt remaining||176|
531|999|1|500124943|O|V||-1|||Valid application exist, Attempt remaining||76|
531|999|1|500130509|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|500139564|O|V||-1|||Valid application exist, Attempt remaining||161|
531|999|1|500142903|O|V||-1|||Valid application exist, Attempt remaining||19|
531|999|1|500151843|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|500154751|O|V||-1|||Valid application exist, Attempt remaining||49|
531|999|1|500156922|O|V||-1|||Valid application exist, Attempt remaining||176|
531|999|1|500162482|O|V||-1|||Valid application exist, Attempt remaining||139|
531|999|1|500162679|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|500170338|O|V||-1|||Valid application exist, Attempt remaining||23|
531|999|1|500185541|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|500187473|O|V||-1|||Valid application exist, Attempt remaining||139|
531|999|1|500188578|O|V||-1|||Valid application exist, Attempt remaining||46|
531|999|1|500191609|O|V||-1|||Valid application exist, Attempt remaining||78|
531|999|1|500193579|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|500193720|O|V||-1|||Valid application exist, Attempt remaining||19|
531|999|1|500201545|O|V||-1|||Valid application exist, Attempt remaining||139|
531|999|1|500207433|O|V||-1|||Valid application exist, Attempt remaining||159|
531|999|1|510008475|O|V||-1|||Valid application exist, Attempt remaining||1043|
531|999|1|510016655|O|V||-1|||Valid application exist, Attempt remaining||64|
531|999|1|510026632|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|510036331|O|V||-1|||Valid application exist, Attempt remaining||140|
531|999|1|510038505|O|V||-1|||Valid application exist, Attempt remaining||49|
531|999|1|510050532|O|V||-1|||Valid application exist, Attempt remaining||140|
